order_id (unique),product_id,column3,store_id,order_date_2,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2
3982,P0446,,S0094,30-Mar-17,0 sales,0,19,5.95,PR14,,PR03,,NA
3983,P0110,,S0091,30-Mar-17,0 sales,0,12,2.95,PR14,,PR03,,NA
3984,P0162,,S0056,30-Mar-17,0 sales,0,57,4.5,PR14,,PR03,,NA
3985,P0398,,S0023,30-Mar-17,2 sales,38.81,17,26.9,PR10,verylow,PR03,,NA
3986,P0005,,S0066,30-Mar-17,0 sales,0,1,33.9,PR14,,PR03,,NA
3987,P0205,,S0020,30-Mar-17,0 sales,0,2,13.9,PR14,,PR03,,NA
3988,P0055,,S0125,30-Mar-17,0 sales,0,21,3.5,PR14,,PR03,,NA
3989,P0639,,S0131,30-Mar-17,0 sales,0,8,5.25,PR14,,PR03,,NA
3990,P0196,,S0097,30-Mar-17,0 sales,0,5,8.9,PR10,high,PR03,,NA
3991,P0642,,S0111,30-Mar-17,1 sales,2.31,0,NA,PR14,,PR03,,NA
3992,P0590,,S0142,30-Mar-17,0 sales,0,23,0.5,PR14,,PR03,,NA
3993,P0399,,S0107,30-Mar-17,0 sales,0,10,4.5,PR14,,PR03,,NA
3994,P0689,,S0001,30-Mar-17,1 sales,16.9,19,28.9,PR12,high,PR03,,NA
3995,P0327,,S0015,30-Mar-17,1 sales,2.22,12,2.95,PR10,verylow,PR03,,NA
3996,P0099,,S0068,30-Mar-17,0 sales,0,7,10.9,PR14,,PR03,,NA
3997,P0453,,S0094,30-Mar-17,0 sales,0,11,3.95,PR14,,PR03,,NA
3998,P0412,,S0002,30-Mar-17,0 sales,0,14,6.95,PR14,,PR03,,NA
3999,P0325,,S0025,30-Mar-17,0 sales,0,13,9.25,PR14,,PR03,,NA
4000,P0372,,S0049,30-Mar-17,0 sales,0,3,2.9,PR14,,PR03,,NA
4001,P0406,,S0031,30-Mar-17,0 sales,0,17,9.95,PR14,,PR03,,NA
4002,P0718,,S0084,30-Mar-17,0 sales,0,11,13,PR14,,PR03,,NA
4003,P0555,,S0085,30-Mar-17,0 sales,0,45,39.9,PR14,,PR03,,NA
4004,P0412,,S0091,30-Mar-17,0 sales,0,8,6.95,PR14,,PR03,,NA
4005,P0694,,S0126,31-Mar-17,0 sales,0,8,6.55,PR14,,PR03,,NA
4006,P0175,,S0087,31-Mar-17,0 sales,0,31,5.5,PR14,,PR03,,NA
4007,P0345,,S0067,31-Mar-17,0 sales,0,4,3.5,PR14,,PR03,,NA
4008,P0175,,S0040,31-Mar-17,1 sales,4.66,14,5.5,PR14,,PR03,,NA
4009,P0169,,S0126,31-Mar-17,0 sales,0,18,4.99,PR05,low,PR03,,NA
4010,P0453,,S0058,31-Mar-17,0 sales,0,8,3.95,PR14,,PR03,,NA
4011,P0079,,S0122,31-Mar-17,0 sales,0,2,2.25,PR14,,PR03,,NA
4012,P0183,,S0126,31-Mar-17,0 sales,0,10,6.25,PR05,moderate,PR03,,NA
4013,P0051,,S0098,31-Mar-17,1 sales,0.65,0,NA,PR14,,PR03,,NA
4014,P0348,,S0106,31-Mar-17,0 sales,0,8,2.3,PR12,veryhigh,PR03,,NA
4015,P0103,,S0028,31-Mar-17,51 sales,123.89,0,NA,PR14,,PR03,,NA
4016,P0737,,S0038,31-Mar-17,0 sales,0,10,9.95,PR14,,PR03,,NA
4017,P0051,,S0085,31-Mar-17,1 sales,0.65,329,0.7,PR14,,PR03,,NA
4018,P0067,,S0095,31-Mar-17,0 sales,0,5,16.9,PR14,,PR03,,NA
4019,P0640,,S0133,31-Mar-17,0 sales,0,3,27.9,PR14,,PR03,,NA
4020,P0212,,S0084,31-Mar-17,0 sales,0,1,9.95,PR14,,PR03,,NA
4021,P0473,,S0040,31-Mar-17,0 sales,0,13,29.9,PR14,,PR03,,NA
4022,P0500,,S0066,31-Mar-17,1 sales,6.44,16,6.95,PR14,,PR03,,NA
4023,P0286,,S0070,31-Mar-17,0 sales,0,22,1,PR14,,PR03,,NA
4024,P0330,,S0034,31-Mar-17,0 sales,0,2,2,PR14,,PR03,,NA
4025,P0690,,S0067,31-Mar-17,0 sales,0,4,14.9,PR14,,PR03,,NA
4026,P0067,,S0082,31-Mar-17,0 sales,0,2,16.9,PR10,low,PR03,,NA
4027,P0438,,S0106,31-Mar-17,6 sales,1.39,154,0.25,PR14,,PR03,,NA
4028,P0640,,S0110,31-Mar-17,0 sales,0,5,27.9,PR14,,PR03,,NA
4029,P0161,,S0132,31-Mar-17,0 sales,0,11,7.5,PR14,,PR03,,NA
4030,P0277,,S0095,31-Mar-17,0 sales,0,15,3.95,PR14,,PR03,,NA
4031,P0297,,S0107,31-Mar-17,0 sales,0,3,14.95,PR14,,PR03,,NA
4032,P0278,,S0032,31-Mar-17,0 sales,0,4,15.5,PR14,,PR03,,NA
4033,P0572,,S0004,31-Mar-17,0 sales,0,26,1,PR14,,PR03,,NA
4034,P0099,,S0132,31-Mar-17,0 sales,0,12,10.9,PR14,,PR03,,NA
4035,P0587,,S0132,31-Mar-17,0 sales,0,3,3.99,PR14,,PR03,,NA
4036,P0035,,S0106,31-Mar-17,2 sales,5.46,24,2.95,PR14,,PR03,,NA
4037,P0055,,S0124,31-Mar-17,0 sales,0,69,3.5,PR14,,PR03,,NA
4038,P0327,,S0073,31-Mar-17,0 sales,0,8,2.95,PR10,verylow,PR03,,NA
4039,P0017,,S0104,31-Mar-17,10 sales,9.26,86,1.49,PR10,high,PR03,,NA
4040,P0329,,S0006,31-Mar-17,0 sales,0,11,8.5,PR14,,PR03,,NA
4041,P0654,,S0052,31-Mar-17,0 sales,0,4,9.95,PR14,,PR03,,NA
4042,P0195,,S0031,31-Mar-17,1 sales,4.17,6,5.75,PR10,low,PR03,,NA
4043,P0732,,S0122,31-Mar-17,0 sales,0,6,4.95,PR14,,PR03,,NA
4044,P0679,,S0002,31-Mar-17,0 sales,0,1,41.9,PR14,,PR03,,NA
4045,P0412,,S0052,31-Mar-17,0 sales,0,3,6.95,PR14,,PR03,,NA
4046,P0459,,S0055,31-Mar-17,0 sales,0,9,3.35,PR14,,PR03,,NA
4047,P0394,,S0106,01-Apr-17,0 sales,0,1,1,PR14,,PR03,,NA
4048,P0219,,S0138,01-Apr-17,0 sales,0,8,7.25,PR14,,PR03,,NA
4049,P0747,,S0106,01-Apr-17,0 sales,0,3,13.25,PR14,,PR03,,NA
4050,P0602,,S0087,01-Apr-17,0 sales,0,12,9.9,PR14,,PR03,,NA
4051,P0336,,S0058,01-Apr-17,0 sales,0,2,22.9,PR03,verylow,PR03,,NA
4052,P0591,,S0013,01-Apr-17,0 sales,0,6,7.45,PR14,,PR03,,NA
4053,P0175,,S0065,01-Apr-17,0 sales,0,1,5.5,PR14,,PR03,,NA
4054,P0569,,S0078,01-Apr-17,0 sales,0,46,2.55,PR14,,PR03,,NA
4055,P0637,,S0038,01-Apr-17,0 sales,0,8,27.95,PR14,,PR03,,NA
4056,P0187,,S0043,01-Apr-17,0 sales,0,8,21.99,PR14,,PR03,,NA
4057,P0165,,S0137,01-Apr-17,0 sales,0,8,1.4,PR14,,PR03,,NA
4058,P0140,,S0096,01-Apr-17,0 sales,0,5,5.5,PR14,,PR03,,NA
4059,P0614,,S0051,01-Apr-17,0 sales,0,3,15.9,PR14,,PR03,,NA
4060,P0584,,S0085,01-Apr-17,1 sales,9.7,32,11.45,PR14,,PR03,,NA
4061,P0129,,S0055,01-Apr-17,0 sales,0,4,24.95,PR14,,PR03,,NA
4062,P0574,,S0066,01-Apr-17,0 sales,0,17,1.6,PR14,,PR03,,NA
4063,P0503,,S0020,01-Apr-17,0 sales,0,4,17.5,PR14,,PR03,,NA
4064,P0453,,S0053,01-Apr-17,0 sales,0,24,3.95,PR14,,PR03,,NA
4065,P0572,,S0027,01-Apr-17,0 sales,0,14,1,PR14,,PR03,,NA
4066,P0402,,S0093,01-Apr-17,0 sales,0,7,7.75,PR14,,PR03,,NA
4067,P0704,,S0062,01-Apr-17,2 sales,3.89,13,2.1,PR14,,PR03,,NA
4068,P0454,,S0078,01-Apr-17,0 sales,0,12,2.1,PR14,,PR03,,NA
4069,P0325,,S0108,01-Apr-17,0 sales,0,15,9.35,PR14,,PR03,,NA
4070,P0140,,S0103,01-Apr-17,1 sales,5.5,4,5.5,PR14,,PR03,,NA
4071,P0345,,S0058,01-Apr-17,0 sales,0,12,3.5,PR14,,PR03,,NA
4072,P0679,,S0104,01-Apr-17,0 sales,0,17,41.9,PR14,,PR03,,NA
4073,P0536,,S0070,01-Apr-17,0 sales,0,24,3.15,PR14,,PR03,,NA
4074,P0584,,S0035,01-Apr-17,0 sales,0,10,11.45,PR14,,PR03,,NA
4075,P0345,,S0102,01-Apr-17,0 sales,0,3,3.5,PR14,,PR03,,NA
4076,P0070,,S0090,01-Apr-17,0 sales,0,4,6.25,PR14,,PR03,,NA
4077,P0277,,S0013,01-Apr-17,5 sales,18.29,2,3.95,PR14,,PR03,,NA
4078,P0590,,S0080,01-Apr-17,8 sales,3.7,0,0.5,PR14,,PR03,,NA
4079,P0175,,S0034,01-Apr-17,0 sales,0,21,5.5,PR14,,PR03,,NA
4080,P0705,,S0003,01-Apr-17,0 sales,0,2,14.9,PR14,,PR03,,NA
4081,P0436,,S0120,01-Apr-17,1 sales,3.24,15,3.5,PR14,,PR03,,NA
4082,P0721,,S0085,01-Apr-17,7 sales,46.86,4,7.9,PR14,,PR03,,NA
4083,P0282,,S0139,01-Apr-17,0 sales,0,8,1.9,PR14,,PR03,,NA
4084,P0673,,S0053,01-Apr-17,0 sales,0,4,8.95,PR14,,PR03,,NA
4085,P0277,,S0096,01-Apr-17,0 sales,0,9,3.95,PR14,,PR03,,NA
4086,P0051,,S0078,01-Apr-17,0 sales,0,21,0.7,PR14,,PR03,,NA
4087,P0642,,S0120,01-Apr-17,0 sales,0,8,2.5,PR14,,PR03,,NA
4088,P0263,,S0102,01-Apr-17,0 sales,0,6,16.95,PR05,low,PR03,,NA
4089,P0286,,S0115,01-Apr-17,0 sales,0,69,1,PR14,,PR03,,NA
4090,P0144,,S0020,01-Apr-17,0 sales,0,6,4.95,PR14,,PR03,,NA
4091,P0212,,S0020,01-Apr-17,1 sales,9.21,9,9.95,PR14,,PR03,,NA
4092,P0490,,S0031,01-Apr-17,0 sales,0,11,59.5,PR14,,PR03,,NA
4093,P0110,,S0091,01-Apr-17,0 sales,0,12,2.95,PR14,,PR03,,NA
4094,P0718,,S0023,02-Apr-17,1 sales,12.04,20,13,PR14,,PR03,,NA
4095,P0223,,S0027,02-Apr-17,0 sales,0,12,12.25,PR14,,PR03,,NA
4096,P0551,,S0093,02-Apr-17,0 sales,0,24,1.85,PR14,,PR03,,NA
4097,P0389,,S0024,02-Apr-17,1 sales,8.75,2,9.45,PR14,,PR03,,NA
4098,P0372,,S0084,02-Apr-17,0 sales,0,6,2.9,PR14,,PR03,,NA
4099,P0427,,S0022,02-Apr-17,0 sales,0,7,2.19,PR14,,PR03,,NA
4100,P0068,,S0055,02-Apr-17,0 sales,0,12,5.45,PR14,,PR03,,NA
4101,P0092,,S0038,02-Apr-17,2 sales,3.24,0,1.75,PR14,,PR03,,NA
4102,P0137,,S0085,02-Apr-17,0 sales,0,13,23.9,PR14,,PR03,,NA
4103,P0436,,S0011,02-Apr-17,1 sales,3.24,14,3.5,PR14,,PR03,,NA
4104,P0035,,S0123,02-Apr-17,0 sales,0,13,2.95,PR14,,PR03,,NA
4105,P0018,,S0025,02-Apr-17,0 sales,0,1,2.25,PR14,,PR03,,NA
4106,P0252,,S0110,02-Apr-17,0 sales,0,24,15.9,PR14,,PR03,,NA
4107,P0439,,S0050,02-Apr-17,0 sales,0,3,9.75,PR14,,PR03,,NA
4108,P0046,,S0055,02-Apr-17,0 sales,0,10,34.5,PR14,,PR03,,NA
4109,P0175,,S0025,02-Apr-17,0 sales,0,15,5.5,PR14,,PR03,,NA
4110,P0090,,S0003,02-Apr-17,0 sales,0,14,3.25,PR14,,PR03,,NA
4111,P0333,,S0127,02-Apr-17,0 sales,0,11,1.85,PR14,,PR03,,NA
4112,P0491,,S0126,02-Apr-17,0 sales,0,3,24.5,PR14,,PR03,,NA
4113,P0140,,S0016,02-Apr-17,2 sales,11,9,5.5,PR14,,PR03,,NA
4114,P0704,,S0001,02-Apr-17,0 sales,0,27,2.1,PR14,,PR03,,NA
4115,P0282,,S0105,02-Apr-17,0 sales,0,25,1.9,PR14,,PR03,,NA
4116,P0196,,S0040,02-Apr-17,0 sales,0,27,8.9,PR10,high,PR03,,NA
4117,P0640,,S0122,02-Apr-17,0 sales,0,4,27.9,PR14,,PR03,,NA
4118,P0177,,S0026,02-Apr-17,0 sales,0,6,10.9,PR14,,PR03,,NA
4119,P0591,,S0023,02-Apr-17,0 sales,0,6,7.45,PR14,,PR03,,NA
4120,P0079,,S0013,02-Apr-17,1 sales,2.08,72,2.25,PR14,,PR03,,NA
4121,P0439,,S0110,02-Apr-17,1 sales,8.26,1,9.75,PR14,,PR03,,NA
4122,P0591,,S0139,02-Apr-17,0 sales,0,4,7.45,PR14,,PR03,,NA
4123,P0417,,S0023,02-Apr-17,0 sales,0,5,7.9,PR14,,PR03,,NA
4124,P0321,,S0063,02-Apr-17,0 sales,0,4,11.95,PR09,high,PR03,,NA
4125,P0400,,S0073,02-Apr-17,0 sales,0,1,7.5,PR14,,PR03,,NA
4126,P0398,,S0026,02-Apr-17,0 sales,0,14,26.9,PR10,verylow,PR03,,NA
4127,P0144,,S0051,02-Apr-17,0 sales,0,7,4.95,PR14,,PR03,,NA
4128,P0402,,S0102,02-Apr-17,0 sales,0,16,7.75,PR14,,PR03,,NA
4129,P0261,,S0087,02-Apr-17,1 sales,4.4,28,4.75,PR14,,PR03,,NA
4130,P0671,,S0065,02-Apr-17,0 sales,0,10,3.25,PR14,,PR03,,NA
4131,P0068,,S0026,02-Apr-17,0 sales,0,16,5.45,PR14,,PR03,,NA
4132,P0079,,S0020,02-Apr-17,0 sales,0,81,2.25,PR14,,PR03,,NA
4133,P0297,,S0138,02-Apr-17,0 sales,0,5,14.95,PR14,,PR03,,NA
4134,P0332,,S0024,02-Apr-17,0 sales,0,8,37.9,PR14,,PR03,,NA
4135,P0459,,S0008,02-Apr-17,1 sales,3.1,9,3.35,PR14,,PR03,,NA
4136,P0705,,S0126,02-Apr-17,0 sales,0,7,14.9,PR14,,PR03,,NA
4137,P0099,,S0117,02-Apr-17,0 sales,0,4,10.9,PR14,,PR03,,NA
4138,P0435,,S0052,02-Apr-17,0 sales,0,3,27.25,PR14,,PR03,,NA
4139,P0703,,S0066,02-Apr-17,0 sales,0,4,69.9,PR14,,PR03,,NA
4140,P0400,,S0002,02-Apr-17,0 sales,0,3,7.5,PR14,,PR03,,NA
4141,P0005,,S0001,02-Apr-17,0 sales,0,4,33.9,PR14,,PR03,,NA
4142,P0015,,S0093,02-Apr-17,0 sales,0,3,2.85,PR14,,PR03,,NA
4143,P0390,,S0028,02-Apr-17,2 sales,20.17,0,NA,PR14,,PR03,,NA
4144,P0458,,S0091,03-Apr-17,0 sales,0,32,4.25,PR14,,PR03,,NA
4145,P0642,,S0107,03-Apr-17,0 sales,0,5,2.5,PR14,,PR03,,NA
4146,P0212,,S0062,03-Apr-17,0 sales,0,8,9.95,PR14,,PR03,,NA
4147,P0177,,S0083,03-Apr-17,0 sales,0,10,10.9,PR14,,PR03,,NA
4148,P0171,,S0086,03-Apr-17,0 sales,0,4,11.9,PR14,,PR03,,NA
4149,P0556,,S0126,03-Apr-17,0 sales,0,17,14.5,PR14,,PR03,,NA
4150,P0533,,S0038,03-Apr-17,2 sales,14.35,7,7.75,PR14,,PR03,,NA
4151,P0454,,S0035,03-Apr-17,0 sales,0,16,2.1,PR14,,PR03,,NA
4152,P0602,,S0073,03-Apr-17,0 sales,0,1,9.9,PR14,,PR03,,NA
4153,P0569,,S0050,03-Apr-17,2 sales,4.72,12,2.55,PR14,,PR03,,NA
4154,P0611,,S0008,03-Apr-17,0 sales,0,2,15,PR14,,PR03,,NA
4155,P0656,,S0044,03-Apr-17,0 sales,0,12,2,PR14,,PR03,,NA
4156,P0372,,S0013,03-Apr-17,0 sales,0,316,2.9,PR14,,PR03,,NA
4157,P0438,,S0016,03-Apr-17,0 sales,0,47,0.25,PR14,,PR03,,NA
4158,P0504,,S0085,03-Apr-17,0 sales,0,5,14.9,PR03,verylow,PR03,,NA
4159,P0584,,S0104,03-Apr-17,0 sales,0,9,11.45,PR14,,PR03,,NA
4160,P0286,,S0115,03-Apr-17,0 sales,0,67,1,PR14,,PR03,,NA
4161,P0454,,S0139,03-Apr-17,0 sales,0,4,2.1,PR14,,PR03,,NA
4162,P0711,,S0105,03-Apr-17,3 sales,25.17,24,9.9,PR03,verylow,PR03,,NA
4163,P0499,,S0099,03-Apr-17,0 sales,0,37,0.75,PR14,,PR03,,NA
4164,P0116,,S0066,03-Apr-17,0 sales,0,17,0.85,PR14,,PR03,,NA
4165,P0694,,S0068,03-Apr-17,0 sales,0,8,6.55,PR14,,PR03,,NA
4166,P0080,,S0085,03-Apr-17,0 sales,0,34,7.9,PR14,,PR03,,NA
4167,P0260,,S0119,03-Apr-17,0 sales,0,11,16.5,PR14,,PR03,,NA
4168,P0144,,S0105,03-Apr-17,0 sales,0,3,4.95,PR14,,PR03,,NA
4169,P0092,,S0107,03-Apr-17,0 sales,0,2,1.75,PR14,,PR03,,NA
4170,P0140,,S0086,03-Apr-17,0 sales,0,3,5.5,PR14,,PR03,,NA
4171,P0652,,S0085,03-Apr-17,0 sales,0,32,4.75,PR14,,PR03,,NA
4172,P0718,,S0115,03-Apr-17,0 sales,0,10,13,PR14,,PR03,,NA
4173,P0261,,S0110,03-Apr-17,2 sales,8.8,43,4.75,PR14,,PR03,,NA
4174,P0017,,S0022,03-Apr-17,4 sales,3.7,17,1.49,PR10,high,PR03,,NA
4175,P0602,,S0056,03-Apr-17,0 sales,0,4,9.9,PR14,,PR03,,NA
4176,P0590,,S0009,03-Apr-17,0 sales,0,104,0.5,PR14,,PR03,,NA
4177,P0466,,S0085,03-Apr-17,0 sales,0,5,6.95,PR14,,PR03,,NA
4178,P0055,,S0096,03-Apr-17,0 sales,0,1,3.5,PR14,,PR03,,NA
4179,P0035,,S0097,03-Apr-17,1 sales,2.73,2,2.95,PR14,,PR03,,NA
4180,P0671,,S0123,03-Apr-17,0 sales,0,5,3.25,PR14,,PR03,,NA
4181,P0372,,S0083,03-Apr-17,0 sales,0,73,2.9,PR14,,PR03,,NA
4182,P0439,,S0122,03-Apr-17,0 sales,0,12,9.75,PR14,,PR03,,NA
4183,P0642,,S0115,03-Apr-17,0 sales,0,18,2.5,PR14,,PR03,,NA
4184,P0226,,S0102,03-Apr-17,0 sales,0,5,1.7,PR03,verylow,PR03,,NA
4185,P0718,,S0078,03-Apr-17,0 sales,0,8,13,PR14,,PR03,,NA
4186,P0125,,S0108,03-Apr-17,0 sales,0,12,2.95,PR14,,PR03,,NA
4187,P0131,,S0031,03-Apr-17,2 sales,4.17,94,2.25,PR14,,PR03,,NA
4188,P0639,,S0070,03-Apr-17,0 sales,0,7,5.25,PR14,,PR03,,NA
4189,P0044,,S0025,03-Apr-17,0 sales,0,2,6.9,PR14,,PR03,,NA
4190,P0242,,S0083,04-Apr-17,0 sales,0,6,12.9,PR10,verylow,PR03,,NA
4191,P0510,,S0132,04-Apr-17,1 sales,18.98,6,20.5,PR14,,PR03,,NA
4192,P0689,,S0139,04-Apr-17,0 sales,0,10,28.9,PR12,high,PR03,,NA
4193,P0425,,S0031,04-Apr-17,0 sales,0,7,5.9,PR05,moderate,PR03,,NA
4194,P0585,,S0056,04-Apr-17,0 sales,0,2,12.95,PR14,,PR03,,NA
4195,P0513,,S0104,04-Apr-17,0 sales,0,13,27.9,PR14,,PR03,,NA
4196,P0185,,S0135,04-Apr-17,1 sales,0.75,6,0.75,PR14,,PR03,,NA
4197,P0286,,S0138,04-Apr-17,0 sales,0,13,1,PR14,,PR03,,NA
4198,P0399,,S0132,04-Apr-17,0 sales,0,11,4.5,PR14,,PR03,,NA
4199,P0131,,S0001,04-Apr-17,0 sales,0,13,2.25,PR14,,PR03,,NA
4200,P0345,,S0043,04-Apr-17,1 sales,3.24,6,3.5,PR14,,PR03,,NA
4201,P0646,,S0138,04-Apr-17,0 sales,0,13,6.5,PR14,,PR03,,NA
4202,P0070,,S0105,04-Apr-17,1 sales,5.79,3,6.25,PR14,,PR03,,NA
4203,P0337,,S0050,04-Apr-17,0 sales,0,10,26.9,PR14,,PR03,,NA
4204,P0067,,S0138,04-Apr-17,0 sales,0,6,16.9,PR10,low,PR03,,NA
4205,P0083,,S0010,04-Apr-17,0 sales,0,5,7.45,PR05,verylow,PR03,,NA
4206,P0364,,S0128,04-Apr-17,1 sales,0.93,0,NA,PR14,,PR03,,NA
4207,P0663,,S0106,04-Apr-17,0 sales,0,35,4.25,PR14,,PR03,,NA
4208,P0673,,S0126,04-Apr-17,0 sales,0,8,8.95,PR14,,PR03,,NA
4209,P0491,,S0056,04-Apr-17,0 sales,0,4,24.5,PR14,,PR03,,NA
4210,P0584,,S0020,04-Apr-17,0 sales,0,15,11.45,PR14,,PR03,,NA
4211,P0051,,S0081,04-Apr-17,1 sales,0.65,0,NA,PR14,,PR03,,NA
4212,P0062,,S0102,04-Apr-17,0 sales,0,10,24.9,PR03,verylow,PR03,,NA
4213,P0483,,S0016,04-Apr-17,0 sales,0,7,10,PR14,,PR03,,NA
4214,P0070,,S0020,04-Apr-17,1 sales,5.79,10,6.25,PR14,,PR03,,NA
4215,P0286,,S0044,04-Apr-17,0 sales,0,14,1,PR14,,PR03,,NA
4216,P0412,,S0088,04-Apr-17,1 sales,5.89,1,6.95,PR14,,PR03,,NA
4217,P0017,,S0142,04-Apr-17,0 sales,0,40,1.49,PR10,high,PR03,,NA
4218,P0051,,S0110,04-Apr-17,0 sales,0,24,0.7,PR14,,PR03,,NA
4219,P0327,,S0143,04-Apr-17,0 sales,0,2,2.95,PR10,verylow,PR03,,NA
4220,P0177,,S0013,04-Apr-17,0 sales,0,7,10.9,PR14,,PR03,,NA
4221,P0277,,S0045,04-Apr-17,0 sales,0,7,3.95,PR14,,PR03,,NA
4222,P0499,,S0112,04-Apr-17,1 sales,0.79,0,NA,PR14,,PR03,,NA
4223,P0448,,S0122,04-Apr-17,0 sales,0,24,4.05,PR14,,PR03,,NA
4224,P0613,,S0073,04-Apr-17,1 sales,5.97,3,6.45,PR14,,PR03,,NA
4225,P0466,,S0023,04-Apr-17,1 sales,5.89,5,6.95,PR14,,PR03,,NA
4226,P0671,,S0040,04-Apr-17,0 sales,0,6,3.25,PR14,,PR03,,NA
4227,P0148,,S0067,04-Apr-17,1 sales,4.17,3,5.75,PR10,low,PR03,,NA
4228,P0372,,S0002,04-Apr-17,2 sales,4.92,101,2.9,PR14,,PR03,,NA
4229,P0435,,S0012,04-Apr-17,0 sales,0,4,27.25,PR14,,PR03,,NA
4230,P0660,,S0001,04-Apr-17,0 sales,0,16,5.75,PR14,,PR03,,NA
4231,P0099,,S0110,04-Apr-17,0 sales,0,32,10.9,PR14,,PR03,,NA
4232,P0590,,S0143,05-Apr-17,0 sales,0,12,0.5,PR14,,PR03,,NA
4233,P0144,,S0031,05-Apr-17,0 sales,0,3,4.95,PR14,,PR03,,NA
4234,P0438,,S0090,05-Apr-17,0 sales,0,15,0.25,PR14,,PR03,,NA
4235,P0413,,S0020,05-Apr-17,0 sales,0,4.07,6.29,PR14,,PR03,,NA
4236,P0001,,S0002,05-Apr-17,0 sales,0,1,6.5,PR14,,PR03,,NA
4237,P0260,,S0132,05-Apr-17,0 sales,0,17,16.5,PR14,,PR03,,NA
4238,P0718,,S0142,05-Apr-17,2 sales,24.07,13,13,PR14,,PR03,,NA
4239,P0551,,S0004,05-Apr-17,0 sales,0,5,1.85,PR14,,PR03,,NA
4240,P0162,,S0023,05-Apr-17,0 sales,0,13,4.5,PR14,,PR03,,NA
4241,P0327,,S0086,05-Apr-17,0 sales,0,7,2.95,PR10,verylow,PR03,,NA
4242,P0311,,S0003,05-Apr-17,0 sales,0,39,1,PR14,,PR03,,NA
4243,P0704,,S0054,05-Apr-17,0 sales,0,4,2.1,PR14,,PR03,,NA
4244,P0356,,S0031,05-Apr-17,1 sales,2.31,39,2.5,PR14,,PR03,,NA
4245,P0459,,S0015,05-Apr-17,1 sales,3.1,6,3.35,PR14,,PR03,,NA
4246,P0655,,S0026,05-Apr-17,0 sales,0,6,59.9,PR14,,PR03,,NA
4247,P0536,,S0105,05-Apr-17,0 sales,0,2,3.15,PR14,,PR03,,NA
4248,P0639,,S0009,05-Apr-17,0 sales,0,3,8.95,PR14,,PR03,,NA
4249,P0223,,S0125,05-Apr-17,0 sales,0,5,12.25,PR14,,PR03,,NA
4250,P0336,,S0020,05-Apr-17,0 sales,0,4,22.9,PR03,verylow,PR03,,NA
4251,P0171,,S0090,05-Apr-17,0 sales,0,5,11.9,PR14,,PR03,,NA
4252,P0229,,S0126,05-Apr-17,0 sales,0,5,7.95,PR14,,PR03,,NA
4253,P0655,,S0008,05-Apr-17,0 sales,0,1,59.9,PR14,,PR03,,NA
4254,P0572,,S0065,05-Apr-17,1 sales,0.93,17,1,PR14,,PR03,,NA
4255,P0427,,S0033,05-Apr-17,0 sales,0,23,2.19,PR14,,PR03,,NA
4256,P0726,,S0058,05-Apr-17,0 sales,0,9,1,PR14,,PR03,,NA
4257,P0602,,S0140,05-Apr-17,0 sales,0,5,10.9,PR14,,PR03,,NA
4258,P0249,,S0108,05-Apr-17,0 sales,0,54,1.9,PR14,,PR03,,NA
4259,P0718,,S0130,05-Apr-17,0 sales,0,9,13,PR14,,PR03,,NA
4260,P0185,,S0010,05-Apr-17,0 sales,0,9,0.75,PR14,,PR03,,NA
4261,P0718,,S0108,05-Apr-17,0 sales,0,3,13,PR14,,PR03,,NA
4262,P0070,,S0096,05-Apr-17,0 sales,0,6,6.25,PR14,,PR03,,NA
4263,P0311,,S0024,05-Apr-17,1 sales,1,7,1,PR14,,PR03,,NA
4264,P0151,,S0097,05-Apr-17,0 sales,0,2,6.9,PR14,,PR03,,NA
4265,P0456,,S0104,05-Apr-17,0 sales,0,7,31.9,PR14,,PR03,,NA
4266,P0543,,S0004,05-Apr-17,0 sales,0,7,2.45,PR03,verylow,PR03,,NA
4267,P0079,,S0132,05-Apr-17,0 sales,0,3,2.25,PR14,,PR03,,NA
4268,P0184,,S0104,05-Apr-17,0 sales,0,24,49.9,PR14,,PR03,,NA
4269,P0205,,S0023,05-Apr-17,0 sales,0,1,13.9,PR14,,PR03,,NA
4270,P0134,,S0024,06-Apr-17,1 sales,8.24,20,8.9,PR14,,PR03,,NA
4271,P0658,,S0018,06-Apr-17,0 sales,0,2,24.5,PR14,,PR03,,NA
4272,P0459,,S0043,06-Apr-17,0 sales,0,119,3.35,PR14,,PR03,,NA
4273,P0658,,S0090,06-Apr-17,0 sales,0,9,24.5,PR14,,PR03,,NA
4274,P0336,,S0132,06-Apr-17,0 sales,0,4,22.9,PR03,verylow,PR03,,NA
4275,P0327,,S0063,06-Apr-17,0 sales,0,2,2.95,PR10,verylow,PR03,,NA
4276,P0144,,S0010,06-Apr-17,0 sales,0,6,4.95,PR14,,PR03,,NA
4277,P0590,,S0093,06-Apr-17,0 sales,0,18,0.5,PR14,,PR03,,NA
4278,P0140,,S0056,06-Apr-17,0 sales,0,1,5.5,PR14,,PR03,,NA
4279,P0499,,S0105,06-Apr-17,1 sales,0.69,24,0.75,PR14,,PR03,,NA
4280,P0054,,S0020,06-Apr-17,0 sales,0,8,3.95,PR14,,PR03,,NA
