order_id,product_id,store_id,order_date_2,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2
22496,P0213,S0072,19-Mar-18,0,0,36,NA,PR14,,PR03,,NA
22497,P0185,S0010,19-Mar-18,0,0,12,0.75,PR14,,PR03,,NA
22498,P0311,S0048,19-Mar-18,0,0,1,NA,PR14,,PR03,,NA
22499,P0164,S0062,19-Mar-18,0,0,5,32.9,PR14,,PR03,,NA
22500,P0162,S0063,19-Mar-18,0,0,5,4.9,PR14,,PR03,,NA
22501,P0290,S0069,19-Mar-18,0,0,7,9.95,PR14,,PR03,,NA
22502,P0660,S0084,19-Mar-18,1,5.51,16,5.95,PR10,verylow,PR03,,NA
22503,P0177,S0027,19-Mar-18,0,0,10,12.5,PR14,,PR03,,NA
22504,P0348,S0055,19-Mar-18,0,0,7,2.3,PR14,,PR03,,NA
22505,P0551,S0015,19-Mar-18,0,0,25,1.85,PR14,,PR03,,NA
22506,P0372,S0125,19-Mar-18,0,0,84,3.9,PR14,,PR03,,NA
22507,P0260,S0117,19-Mar-18,0,0,11,19.5,PR14,,PR03,,NA
22508,P0177,S0040,19-Mar-18,0,0,12,12.5,PR14,,PR03,,NA
22509,P0658,S0058,19-Mar-18,0,0,4,29.95,PR14,,PR03,,NA
22510,P0079,S0126,19-Mar-18,0,0,46,2.6,PR14,,PR03,,NA
22511,P0327,S0074,19-Mar-18,0,0,12,3.25,PR14,,PR03,,NA
22512,P0333,S0105,19-Mar-18,1,1.85,17,2,PR14,,PR03,,NA
22513,P0070,S0126,19-Mar-18,0,0,9,8.5,PR05,low,PR03,,NA
22514,P0017,S0087,19-Mar-18,1,1.81,8,1.95,PR14,,PR03,,NA
22515,P0102,S0113,19-Mar-18,0,0,1,129.9,PR14,,PR03,,NA
22516,P0694,S0070,19-Mar-18,0,0,2,4.75,PR14,,PR03,,NA
22517,P0241,S0046,19-Mar-18,0,0,9,12.95,PR14,,PR03,,NA
22518,P0201,S0102,19-Mar-18,0,0,4,15.95,PR14,,PR03,,NA
22519,P0386,S0048,19-Mar-18,0,0,6,NA,PR14,,PR03,,NA
22520,P0642,S0143,19-Mar-18,4,10.19,10,2.75,PR14,,PR03,,NA
22521,P0611,S0005,19-Mar-18,0,0,2,15,PR14,,PR03,,NA
22522,P0171,S0107,19-Mar-18,0,0,4,12.9,PR14,,PR03,,NA
22523,P0116,S0093,19-Mar-18,0,0,18,1.15,PR14,,PR03,,NA
22524,P0439,S0126,19-Mar-18,0,0,8,10.5,PR14,,PR03,,NA
22525,P0491,S0066,19-Mar-18,0,0,10,29.9,PR14,,PR03,,NA
22526,P0693,S0063,19-Mar-18,0,0,12,49.99,PR14,,PR03,,NA
22527,P0260,S0110,19-Mar-18,0,0,14,19.5,PR14,,PR03,,NA
22528,P0415,S0126,19-Mar-18,0,0,7,6.95,PR14,,PR03,,NA
22529,P0140,S0138,19-Mar-18,1,6,6,6,PR14,,PR03,,NA
22530,P0721,S0048,19-Mar-18,0,0,9,NA,PR14,,PR03,,NA
22531,P0348,S0112,19-Mar-18,2,4.26,11,NA,PR14,,PR03,,NA
22532,P0134,S0122,19-Mar-18,0,0,37,8.9,PR14,,PR03,,NA
22533,P0286,S0068,19-Mar-18,0,0,16,1.15,PR14,,PR03,,NA
22534,P0665,S0010,19-Mar-18,0,0,1,10.75,PR14,,PR03,,NA
22535,P0704,S0138,19-Mar-18,9,15.33,24,2.45,PR05,low,PR03,,NA
22536,P0196,S0126,19-Mar-18,0,0,20,9.9,PR14,,PR03,,NA
22537,P0536,S0118,19-Mar-18,0,0,12,NA,PR14,,PR03,,NA
22538,P0435,S0045,19-Mar-18,0,0,11,28.9,PR06,verylow,PR03,,NA
22539,P0213,S0110,19-Mar-18,0,0,1,26.9,PR14,,PR03,,NA
22540,P0204,S0094,19-Mar-18,0,0,58,5.9,PR14,,PR03,,NA
22541,P0129,S0080,19-Mar-18,0,0,6,25.95,PR14,,PR03,,NA
22542,P0712,S0084,19-Mar-18,0,0,12,21.5,PR14,,PR03,,NA
22543,P0051,S0010,19-Mar-18,4,2.59,34,0.7,PR14,,PR03,,NA
22544,P0420,S0070,19-Mar-18,0,0,123,0.75,PR14,,PR03,,NA
22545,P0213,S0043,19-Mar-18,0,0,17,26.9,PR14,,PR03,,NA
22546,P0400,S0103,19-Mar-18,0,0,3,8,PR14,,PR03,,NA
22547,P0261,S0096,20-Mar-18,2,8.15,9,4.4,PR14,,PR03,,NA
22548,P0079,S0108,20-Mar-18,5,12.04,37,2.6,PR14,,PR03,,NA
22549,P0197,S0104,20-Mar-18,2,7.41,18,4,PR14,,PR03,,NA
22550,P0054,S0121,20-Mar-18,0,0,13,NA,PR14,,PR03,,NA
22551,P0345,S0126,20-Mar-18,0,0,15,4.15,PR14,,PR03,,NA
22552,P0035,S0114,20-Mar-18,0,0,8,4.35,PR14,,PR03,,NA
22553,P0114,S0138,20-Mar-18,0,0,14,0.65,PR14,,PR03,,NA
22554,P0171,S0006,20-Mar-18,0,0,4,12.9,PR14,,PR03,,NA
22555,P0287,S0055,20-Mar-18,0,0,5,9,PR05,low,PR03,,NA
22556,P0148,S0144,20-Mar-18,0,0,4,5.95,PR14,,PR03,,NA
22557,P0333,S0028,20-Mar-18,0,0,375,NA,PR14,,PR03,,NA
22558,P0731,S0125,20-Mar-18,0,0,9,7.9,PR10,verylow,PR03,,NA
22559,P0685,S0043,20-Mar-18,0,0,6,34.95,PR03,verylow,PR03,,NA
22560,P0611,S0084,20-Mar-18,0,0,2,15,PR14,,PR03,,NA
22561,P0212,S0132,20-Mar-18,0,0,10,10.75,PR14,,PR03,,NA
22562,P0167,S0132,20-Mar-18,0,0,6,56.9,PR14,,PR03,,NA
22563,P0220,S0131,20-Mar-18,0,0,25,1.85,PR05,verylow,PR03,,NA
22564,P0325,S0073,20-Mar-18,0,0,2,10.75,PR14,,PR03,,NA
22565,P0275,S0009,20-Mar-18,0,0,14,2.45,PR14,,PR03,,NA
22566,P0129,S0119,20-Mar-18,0,0,3,26.95,PR14,,PR03,,NA
22567,P0665,S0039,20-Mar-18,0,0,3,10.75,PR14,,PR03,,NA
22568,P0114,S0078,20-Mar-18,0,0,22,0.65,PR14,,PR03,,NA
22569,P0280,S0015,20-Mar-18,0,0,31,7.9,PR14,,PR03,,NA
22570,P0660,S0138,20-Mar-18,0,0,8,5.95,PR10,verylow,PR03,,NA
22571,P0125,S0099,20-Mar-18,0,0,14,2.95,PR14,,PR03,,NA
22572,P0220,S0093,20-Mar-18,0,0,18,1.85,PR05,verylow,PR03,,NA
22573,P0148,S0133,20-Mar-18,0,0,4,5.95,PR14,,PR03,,NA
22574,P0126,S0072,20-Mar-18,0,0,10,NA,PR14,,PR03,,NA
22575,P0383,S0028,20-Mar-18,0,0,10,NA,PR14,,PR03,,NA
22576,P0585,S0026,20-Mar-18,0,0,4,13.95,PR14,,PR03,,NA
22577,P0525,S0083,20-Mar-18,2,4.24,16,2.5,PR14,,PR03,,NA
22578,P0569,S0072,20-Mar-18,1,3.33,17,NA,PR14,,PR03,,NA
22579,P0417,S0014,20-Mar-18,0,0,8,8.9,PR14,,PR03,,NA
22580,P0673,S0055,20-Mar-18,0,0,8,9.95,PR14,,PR03,,NA
22581,P0287,S0023,20-Mar-18,0,0,25,9,PR05,low,PR03,,NA
22582,P0046,S0091,20-Mar-18,0,0,9,32.5,PR14,,PR03,,NA
22583,P0389,S0050,20-Mar-18,0,0,4,10.45,PR14,,PR03,,NA
22584,P0389,S0082,20-Mar-18,0,0,5,10.45,PR14,,PR03,,NA
22585,P0234,S0056,20-Mar-18,0,0,14,114.9,PR14,,PR03,,NA
22586,P0196,S0112,20-Mar-18,0,0,22,NA,PR14,,PR03,,NA
22587,P0249,S0069,20-Mar-18,0,0,8,2.75,PR14,,PR03,,NA
22588,P0654,S0052,20-Mar-18,0,0,4,10.9,PR14,,PR03,,NA
22589,P0695,S0008,20-Mar-18,0,0,3,5.95,PR14,,PR03,,NA
22590,P0712,S0117,20-Mar-18,0,0,14,21.5,PR14,,PR03,,NA
22591,P0504,S0126,20-Mar-18,0,0,2,12.9,PR14,,PR03,,NA
22592,P0328,S0094,20-Mar-18,0,0,16,35.9,PR14,,PR03,,NA
22593,P0569,S0141,20-Mar-18,0,0,3,3.6,PR14,,PR03,,NA
22594,P0628,S0002,20-Mar-18,0,0,2,5.9,PR14,,PR03,,NA
22595,P0658,S0117,20-Mar-18,0,0,5,29.95,PR14,,PR03,,NA
22596,P0681,S0040,20-Mar-18,0,0,16,11.9,PR14,,PR03,,NA
22597,P0499,S0067,20-Mar-18,0,0,18,0.75,PR14,,PR03,,NA
22598,P0500,S0023,20-Mar-18,4,25.74,10,6.95,PR07,verylow,PR03,,NA
22599,P0500,S0051,20-Mar-18,1,6.44,41,6.95,PR07,verylow,PR03,,NA
22600,P0140,S0021,20-Mar-18,0,0,3,6,PR14,,PR03,,NA
22601,P0283,S0084,20-Mar-18,0,0,15,25.9,PR14,,PR03,,NA
22602,P0219,S0084,20-Mar-18,0,0,2,9.15,PR14,,PR03,,NA
22603,P0212,S0087,20-Mar-18,0,0,8,10.75,PR14,,PR03,,NA
22604,P0536,S0102,21-Mar-18,0,0,25,3.75,PR14,,PR03,,NA
22605,P0054,S0123,21-Mar-18,0,0,4,3.95,PR14,,PR03,,NA
22606,P0504,S0107,21-Mar-18,0,0,4,12.9,PR14,,PR03,,NA
22607,P0372,S0142,21-Mar-18,1,3.31,51,3.9,PR14,,PR03,,NA
22608,P0148,S0022,21-Mar-18,0,0,6,5.95,PR14,,PR03,,NA
22609,P0327,S0099,21-Mar-18,0,0,12,3.25,PR14,,PR03,,NA
22610,P0129,S0107,21-Mar-18,0,0,5,25.95,PR14,,PR03,,NA
22611,P0509,S0126,21-Mar-18,0,0,12,11.5,PR14,,PR03,,NA
22612,P0131,S0014,21-Mar-18,1,1.67,13,1.8,PR14,,PR03,,NA
22613,P0737,S0048,21-Mar-18,0,0,41,NA,PR14,,PR03,,NA
22614,P0506,S0084,21-Mar-18,0,0,4,7.5,PR14,,PR03,,NA
22615,P0575,S0091,21-Mar-18,0,0,5,2.25,PR14,,PR03,,NA
22616,P0400,S0094,21-Mar-18,0,0,4,8,PR14,,PR03,,NA
22617,P0256,S0095,21-Mar-18,0,0,6,49.9,PR14,,PR03,,NA
22618,P0664,S0094,21-Mar-18,0,0,6,1.25,PR14,,PR03,,NA
22619,P0642,S0066,21-Mar-18,0,0,10,2.75,PR14,,PR03,,NA
22620,P0011,S0132,21-Mar-18,0,0,1,59.9,PR14,,PR03,,NA
22621,P0171,S0050,21-Mar-18,0,0,4,12.9,PR14,,PR03,,NA
22622,P0657,S0031,21-Mar-18,0,0,9,8.95,PR14,,PR03,,NA
22623,P0490,S0049,21-Mar-18,0,0,10,66.5,PR14,,PR03,,NA
22624,P0602,S0141,21-Mar-18,0,0,8,11.9,PR14,,PR03,,NA
22625,P0353,S0098,21-Mar-18,0,0,4,NA,PR14,,PR03,,NA
22626,P0690,S0139,21-Mar-18,0,0,39,15.9,PR05,moderate,PR03,,NA
22627,P0425,S0026,21-Mar-18,0,0,7,6.9,PR14,,PR03,,NA
22628,P0448,S0004,21-Mar-18,0,0,14,4.05,PR14,,PR03,,NA
22629,P0459,S0091,21-Mar-18,0,0,4,3.95,PR14,,PR03,,NA
22630,P0195,S0062,21-Mar-18,0,0,4,5.95,PR14,,PR03,,NA
22631,P0317,S0142,21-Mar-18,0,0,11,29.99,PR14,,PR03,,NA
22632,P0483,S0083,21-Mar-18,0,0,1,12,PR14,,PR03,,NA
22633,P0435,S0122,21-Mar-18,0,0,4,28.9,PR06,verylow,PR03,,NA
22634,P0428,S0123,21-Mar-18,0,0,8,29.95,PR14,,PR03,,NA
22635,P0090,S0132,21-Mar-18,0,0,12,3.25,PR14,,PR03,,NA
22636,P0693,S0085,21-Mar-18,0,0,5,49.99,PR14,,PR03,,NA
22637,P0405,S0002,21-Mar-18,0,0,12,19.9,PR14,,PR03,,NA
22638,P0569,S0011,21-Mar-18,0,0,17,3.6,PR14,,PR03,,NA
22639,P0390,S0078,21-Mar-18,0,0,4,12.9,PR14,,PR03,,NA
22640,P0327,S0105,21-Mar-18,0,0,6,3.25,PR14,,PR03,,NA
22641,P0015,S0051,21-Mar-18,0,0,9,3.5,PR14,,PR03,,NA
22642,P0015,S0080,21-Mar-18,0,0,8,3.5,PR14,,PR03,,NA
22643,P0165,S0138,21-Mar-18,0,0,24,1.4,PR14,,PR03,,NA
22644,P0345,S0082,21-Mar-18,0,0,13,4.15,PR14,,PR03,,NA
22645,P0066,S0112,21-Mar-18,0,0,5,NA,PR14,,PR03,,NA
22646,P0171,S0064,21-Mar-18,0,0,6,12.9,PR14,,PR03,,NA
22647,P0569,S0133,21-Mar-18,0,0,4,3.6,PR14,,PR03,,NA
22648,P0055,S0110,21-Mar-18,0,0,12,3.95,PR14,,PR03,,NA
22649,P0090,S0116,21-Mar-18,0,0,30,3.25,PR14,,PR03,,NA
22650,P0665,S0104,21-Mar-18,0,0,1,10.75,PR14,,PR03,,NA
22651,P0372,S0001,21-Mar-18,0,0,115,3.9,PR14,,PR03,,NA
22652,P0660,S0084,21-Mar-18,0,0,16,5.95,PR10,verylow,PR03,,NA
22653,P0506,S0067,21-Mar-18,0,0,6,7.5,PR14,,PR03,,NA
22654,P0132,S0085,21-Mar-18,0,0,42,9.99,PR14,,PR03,,NA
22655,P0068,S0097,21-Mar-18,0,0,32,6.6,PR14,,PR03,,NA
22656,P0590,S0046,21-Mar-18,0,0,7,0.6,PR14,,PR03,,NA
22657,P0574,S0104,21-Mar-18,0,0,5,2.5,PR14,,PR03,,NA
22658,P0201,S0024,21-Mar-18,0,0,11,15.95,PR14,,PR03,,NA
22659,P0417,S0113,21-Mar-18,0,0,3,8.9,PR14,,PR03,,NA
22660,P0223,S0056,21-Mar-18,0,0,7,12.9,PR14,,PR03,,NA
22661,P0707,S0028,21-Mar-18,0,0,13,NA,PR14,,PR03,,NA
22662,P0206,S0108,21-Mar-18,0,0,3,1.75,PR14,,PR03,,NA
22663,P0183,S0115,21-Mar-18,0,0,9,8.5,PR14,,PR03,,NA
22664,P0461,S0051,21-Mar-18,63,955.68,15,17.9,PR16,veryhigh,PR03,,NA
22665,P0747,S0115,21-Mar-18,0,0,9,15.9,PR14,,PR03,,NA
22666,P0356,S0072,21-Mar-18,0,0,5,NA,PR14,,PR03,,NA
22667,P0341,S0055,21-Mar-18,0,0,3,35.95,PR14,,PR03,,NA
22668,P0140,S0080,21-Mar-18,0,0,1,6,PR14,,PR03,,NA
22669,P0150,S0020,22-Mar-18,0,0,2,10,PR14,,PR03,,NA
22670,P0144,S0142,22-Mar-18,0,0,8,4.95,PR14,,PR03,,NA
22671,P0205,S0102,22-Mar-18,0,0,8,13.9,PR14,,PR03,,NA
22672,P0148,S0084,22-Mar-18,0,0,4,5.95,PR14,,PR03,,NA
22673,P0275,S0059,22-Mar-18,0,0,16,2.45,PR14,,PR03,,NA
22674,P0275,S0001,22-Mar-18,0,0,41,2.45,PR14,,PR03,,NA
22675,P0601,S0051,22-Mar-18,0,0,5,5.9,PR14,,PR03,,NA
22676,P0658,S0126,22-Mar-18,0,0,3,29.95,PR14,,PR03,,NA
22677,P0145,S0095,22-Mar-18,0,0,7,6.5,PR14,,PR03,,NA
22678,P0428,S0124,22-Mar-18,0,0,3,29.95,PR14,,PR03,,NA
22679,P0639,S0054,22-Mar-18,1,7.18,8,7.75,PR14,,PR03,,NA
22680,P0275,S0070,22-Mar-18,0,0,36,2.45,PR14,,PR03,,NA
22681,P0400,S0018,22-Mar-18,0,0,3,8,PR14,,PR03,,NA
22682,P0471,S0056,22-Mar-18,0,0,4,32.5,PR14,,PR03,,NA
22683,P0325,S0018,22-Mar-18,0,0,14,10.75,PR14,,PR03,,NA
22684,P0390,S0085,22-Mar-18,0,0,10,12.9,PR14,,PR03,,NA
22685,P0195,S0040,22-Mar-18,0,0,5,5.95,PR14,,PR03,,NA
22686,P0394,S0144,22-Mar-18,0,0,10,1,PR14,,PR03,,NA
22687,P0103,S0098,22-Mar-18,2,5.56,15,NA,PR14,,PR03,,NA
22688,P0483,S0073,22-Mar-18,0,0,2,12,PR14,,PR03,,NA
22689,P0470,S0095,22-Mar-18,0,0,6,23.25,PR14,,PR03,,NA
22690,P0698,S0028,22-Mar-18,0,0,16,NA,PR14,,PR03,,NA
22691,P0436,S0132,22-Mar-18,1,3.47,24,3.75,PR14,,PR03,,NA
22692,P0297,S0087,22-Mar-18,0,0,5,14.95,PR14,,PR03,,NA
22693,P0140,S0065,22-Mar-18,1,5.5,1,5.5,PR14,,PR03,,NA
22694,P0738,S0112,22-Mar-18,0,0,5,NA,PR14,,PR03,,NA
22695,P0286,S0099,22-Mar-18,0,0,6,1.15,PR14,,PR03,,NA
22696,P0500,S0015,22-Mar-18,2,12.87,27,6.95,PR07,verylow,PR03,,NA
22697,P0416,S0051,22-Mar-18,0,0,4,19.95,PR14,,PR03,,NA
22698,P0147,S0038,22-Mar-18,0,0,14,7.75,PR14,,PR03,,NA
22699,P0662,S0050,22-Mar-18,0,0,5,8,PR14,,PR03,,NA
22700,P0690,S0102,22-Mar-18,0,0,14,15.9,PR05,moderate,PR03,,NA
22701,P0461,S0066,22-Mar-18,30,455.08,12,17.9,PR16,veryhigh,PR03,,NA
22702,P0731,S0050,22-Mar-18,1,5.85,11,7.9,PR10,verylow,PR03,,NA
22703,P0660,S0073,22-Mar-18,0,0,3,5.95,PR10,verylow,PR03,,NA
22704,P0327,S0115,22-Mar-18,1,3.01,13,3.25,PR14,,PR03,,NA
22705,P0476,S0048,22-Mar-18,0,0,4,NA,PR14,,PR03,,NA
22706,P0131,S0116,22-Mar-18,0,0,38,1.8,PR14,,PR03,,NA
22707,P0205,S0126,22-Mar-18,0,0,2,13.9,PR14,,PR03,,NA
22708,P0372,S0106,22-Mar-18,0,0,22,3.9,PR14,,PR03,,NA
22709,P0144,S0028,22-Mar-18,0,0,8,NA,PR14,,PR03,,NA
22710,P0574,S0002,22-Mar-18,0,0,19,2.5,PR14,,PR03,,NA
22711,P0694,S0022,22-Mar-18,0,0,5,4.75,PR14,,PR03,,NA
22712,P0590,S0040,22-Mar-18,0,0,27,0.6,PR14,,PR03,,NA
22713,P0651,S0024,22-Mar-18,0,0,5,14.9,PR14,,PR03,,NA
22714,P0169,S0097,22-Mar-18,0,0,12,8.5,PR14,,PR03,,NA
22715,P0439,S0026,22-Mar-18,0,0,10,10.5,PR14,,PR03,,NA
22716,P0420,S0121,22-Mar-18,0,0,48,NA,PR14,,PR03,,NA
22717,P0356,S0005,22-Mar-18,0,0,24,2.5,PR14,,PR03,,NA
22718,P0642,S0001,22-Mar-18,0,0,5,2.75,PR14,,PR03,,NA
22719,P0735,S0123,22-Mar-18,0,0,9,10.75,PR14,,PR03,,NA
22720,P0336,S0020,22-Mar-18,0,0,12,29.5,PR14,,PR03,,NA
22721,P0565,S0015,22-Mar-18,0,0,12,2.25,PR14,,PR03,,NA
22722,P0220,S0137,22-Mar-18,0,0,24,1.85,PR05,verylow,PR03,,NA
22723,P0458,S0121,22-Mar-18,0,0,17,NA,PR14,,PR03,,NA
22724,P0705,S0052,22-Mar-18,0,0,12,7.95,PR14,,PR03,,NA
22725,P0287,S0012,22-Mar-18,0,0,9,9,PR05,low,PR03,,NA
22726,P0198,S0094,22-Mar-18,5,3.01,105,0.65,PR14,,PR03,,NA
22727,P0575,S0093,22-Mar-18,0,0,6,2.25,PR14,,PR03,,NA
22728,P0685,S0020,22-Mar-18,0,0,6,34.95,PR03,verylow,PR03,,NA
22729,P0290,S0065,22-Mar-18,0,0,9,9.95,PR14,,PR03,,NA
22730,P0051,S0133,22-Mar-18,0,0,19,0.7,PR14,,PR03,,NA
22731,P0231,S0094,23-Mar-18,0,0,4,7.9,PR14,,PR03,,NA
22732,P0712,S0043,23-Mar-18,0,0,16,21.5,PR14,,PR03,,NA
22733,P0261,S0102,23-Mar-18,0,0,7,4.4,PR14,,PR03,,NA
22734,P0046,S0093,23-Mar-18,0,0,3,32.5,PR14,,PR03,,NA
22735,P0590,S0026,23-Mar-18,0,0,39,0.6,PR14,,PR03,,NA
22736,P0011,S0043,23-Mar-18,0,0,1,59.9,PR14,,PR03,,NA
22737,P0583,S0028,23-Mar-18,0,0,12,NA,PR14,,PR03,,NA
22738,P0377,S0048,23-Mar-18,0,0,4,NA,PR14,,PR03,,NA
22739,P0400,S0104,23-Mar-18,0,0,3,8,PR14,,PR03,,NA
22740,P0499,S0038,23-Mar-18,2,1.39,45,0.75,PR14,,PR03,,NA
22741,P0585,S0026,23-Mar-18,0,0,9,13.95,PR14,,PR03,,NA
22742,P0436,S0078,23-Mar-18,0,0,4,3.75,PR14,,PR03,,NA
22743,P0735,S0058,23-Mar-18,0,0,5,10.75,PR14,,PR03,,NA
22744,P0015,S0011,23-Mar-18,0,0,14,3.5,PR14,,PR03,,NA
22745,P0574,S0018,23-Mar-18,0,0,25,2.5,PR14,,PR03,,NA
22746,P0397,S0043,23-Mar-18,0,0,96,18.9,PR14,,PR03,,NA
22747,P0147,S0110,23-Mar-18,0,0,21,7.75,PR14,,PR03,,NA
22748,P0114,S0053,23-Mar-18,0,0,30,0.65,PR14,,PR03,,NA
22749,P0201,S0108,23-Mar-18,0,0,3,15.95,PR14,,PR03,,NA
22750,P0729,S0013,23-Mar-18,0,0,5,49.9,PR03,verylow,PR03,,NA
22751,P0397,S0001,23-Mar-18,0,0,31,18.9,PR14,,PR03,,NA
22752,P0608,S0055,23-Mar-18,0,0,16,9.9,PR14,,PR03,,NA
22753,P0126,S0111,23-Mar-18,0,0,12,NA,PR14,,PR03,,NA
22754,P0201,S0142,23-Mar-18,0,0,2,15.95,PR14,,PR03,,NA
22755,P0572,S0097,23-Mar-18,0,0,22,1,PR14,,PR03,,NA
22756,P0175,S0035,23-Mar-18,0,0,2,5.5,PR14,,PR03,,NA
22757,P0448,S0063,23-Mar-18,0,0,13,4.05,PR14,,PR03,,NA
22758,P0436,S0003,23-Mar-18,0,0,24,3.75,PR14,,PR03,,NA
22759,P0459,S0122,23-Mar-18,2,7.31,11,3.95,PR14,,PR03,,NA
22760,P0283,S0121,23-Mar-18,0,0,12,NA,PR14,,PR03,,NA
22761,P0732,S0110,23-Mar-18,0,0,3,10.45,PR05,verylow,PR03,,NA
22762,P0249,S0081,23-Mar-18,0,0,13,NA,PR14,,PR03,,NA
22763,P0504,S0131,23-Mar-18,0,0,3,12.9,PR14,,PR03,,NA
22764,P0747,S0101,23-Mar-18,0,0,4,15.9,PR14,,PR03,,NA
22765,P0470,S0031,23-Mar-18,1,21.53,8,23.25,PR14,,PR03,,NA
22766,P0657,S0093,23-Mar-18,0,0,12,8.95,PR14,,PR03,,NA
22767,P0195,S0081,23-Mar-18,0,0,14,NA,PR14,,PR03,,NA
22768,P0283,S0081,23-Mar-18,0,0,9,NA,PR14,,PR03,,NA
22769,P0256,S0095,23-Mar-18,0,0,6,49.9,PR14,,PR03,,NA
22770,P0527,S0056,23-Mar-18,0,0,19,2.25,PR14,,PR03,,NA
22771,P0015,S0144,23-Mar-18,0,0,6,3.5,PR14,,PR03,,NA
22772,P0635,S0069,23-Mar-18,0,0,18,5.5,PR14,,PR03,,NA
22773,P0017,S0107,23-Mar-18,0,0,18,1.95,PR14,,PR03,,NA
22774,P0640,S0010,23-Mar-18,0,0,3,29.9,PR05,low,PR03,,NA
22775,P0534,S0104,23-Mar-18,0,0,22,3,PR14,,PR03,,NA
22776,P0114,S0063,23-Mar-18,0,0,10,0.65,PR14,,PR03,,NA
22777,P0227,S0090,23-Mar-18,0,0,3,8.9,PR14,,PR03,,NA
22778,P0556,S0121,23-Mar-18,0,0,8,NA,PR14,,PR03,,NA
22779,P0103,S0130,23-Mar-18,0,0,12,3.45,PR14,,PR03,,NA
22780,P0324,S0102,23-Mar-18,0,0,7,68.95,PR10,low,PR03,,NA
22781,P0665,S0031,23-Mar-18,0,0,1,10.75,PR14,,PR03,,NA
22782,P0018,S0046,23-Mar-18,1,2.08,38,2.25,PR14,,PR03,,NA
22783,P0231,S0038,24-Mar-18,0,0,6,7.9,PR14,,PR03,,NA
22784,P0399,S0002,24-Mar-18,0,0,19,4.9,PR14,,PR03,,NA
22785,P0665,S0086,24-Mar-18,0,0,4,10.75,PR14,,PR03,,NA
22786,P0103,S0012,24-Mar-18,5,15.97,74,3.45,PR14,,PR03,,NA
22787,P0514,S0084,24-Mar-18,0,0,3,9.9,PR14,,PR03,,NA
22788,P0679,S0133,24-Mar-18,0,0,1,49.9,PR14,,PR03,,NA
22789,P0705,S0034,24-Mar-18,0,0,4,7.95,PR14,,PR03,,NA
22790,P0651,S0015,24-Mar-18,0,0,6,14.9,PR14,,PR03,,NA
22791,P0571,S0060,24-Mar-18,0,0,11,64.9,PR14,,PR03,,NA
22792,P0637,S0040,24-Mar-18,0,0,12,31.5,PR14,,PR03,,NA
22793,P0602,S0009,24-Mar-18,0,0,12,11.9,PR14,,PR03,,NA
22794,P0165,S0139,24-Mar-18,0,0,5,1.5,PR14,,PR03,,NA
22795,P0055,S0073,24-Mar-18,0,0,9,3.95,PR14,,PR03,,NA
22796,P0272,S0115,24-Mar-18,0,0,10,8.5,PR14,,PR03,,NA
22797,P0673,S0002,24-Mar-18,0,0,9,9.95,PR14,,PR03,,NA
22798,P0569,S0052,24-Mar-18,0,0,25,3.6,PR14,,PR03,,NA
22799,P0681,S0072,24-Mar-18,1,10.08,5,NA,PR14,,PR03,,NA
22800,P0731,S0034,24-Mar-18,0,0,6,7.9,PR10,verylow,PR03,,NA
22801,P0171,S0045,24-Mar-18,0,0,3,12.9,PR14,,PR03,,NA
22802,P0147,S0105,24-Mar-18,0,0,12,7.75,PR14,,PR03,,NA
22803,P0356,S0051,24-Mar-18,0,0,20,2.5,PR14,,PR03,,NA
22804,P0011,S0132,24-Mar-18,0,0,1,59.9,PR14,,PR03,,NA
22805,P0324,S0115,24-Mar-18,0,0,9,68.95,PR10,low,PR03,,NA
22806,P0132,S0070,24-Mar-18,0,0,4,9.99,PR14,,PR03,,NA
22807,P0499,S0065,24-Mar-18,0,0,35,0.75,PR14,,PR03,,NA
22808,P0438,S0104,24-Mar-18,24,11.11,131,0.5,PR14,,PR03,,NA
22809,P0635,S0001,24-Mar-18,0,0,12,5.5,PR14,,PR03,,NA
22810,P0710,S0108,24-Mar-18,0,0,12,0.84,PR14,,PR03,,NA
22811,P0681,S0035,24-Mar-18,0,0,5,11.9,PR14,,PR03,,NA
22812,P0333,S0144,24-Mar-18,0,0,5,2,PR14,,PR03,,NA
22813,P0332,S0097,24-Mar-18,1,24.91,13,37.9,PR10,moderate,PR03,,NA
22814,P0018,S0144,24-Mar-18,0,0,17,2.25,PR14,,PR03,,NA
22815,P0212,S0125,24-Mar-18,0,0,3,10.75,PR14,,PR03,,NA
22816,P0227,S0062,24-Mar-18,0,0,1,8.9,PR14,,PR03,,NA
22817,P0114,S0112,24-Mar-18,0,0,89,NA,PR14,,PR03,,NA
22818,P0241,S0049,24-Mar-18,0,0,2,12.95,PR14,,PR03,,NA
22819,P0500,S0040,24-Mar-18,1,6.44,72,6.95,PR07,verylow,PR03,,NA
22820,P0659,S0065,24-Mar-18,0,0,87,19.5,PR14,,PR03,,NA
22821,P0453,S0099,24-Mar-18,0,0,52,4.5,PR14,,PR03,,NA
22822,P0435,S0102,24-Mar-18,0,0,8,28.9,PR06,verylow,PR03,,NA
22823,P0100,S0106,24-Mar-18,0,0,4,5.9,PR14,,PR03,,NA
22824,P0054,S0126,24-Mar-18,0,0,8,3.95,PR14,,PR03,,NA
